plot.id,species,site,plot,functional_type,functional_type_2,native_exotic,cover,sqrtcover,richness_100_sq_meters,distance_from_water,age_of_watering_source,mean_annual_precip,mean_annual_temp,elevation,cow_dung_pats_m2,horse_dung_pats_m2,sand_percentage,clay_percentage,silt_percentage,annual_forb_richness,bunchgrass_richness,succulent_richness,rhzomitous_grass_richness,perennial_forb_richness,shrub_richness,native_annual_forb_richness,native_bunchgrass_richness,native_succulent_richness,native_grass_richness,native_perennial_forb_richness,native_shrub_richness,exotic_forb_richness,exotic_grass_richness,sum_bunchgrass_cover,sum_grass_cover,sum_shrub_cover,sum_perennial_forb_cover,sum_annual_forb_cover,exotic_cover,native_cover,total_vegetation_cover,exotic_richness,total_grass_cover
55.c,Machaeranthera canescens,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Eriogonum ovalifolium,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Artemisia tridentata,55,c,s,s,n,37.5,6.123724357,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Elymus elymoides,55,c,g,bg,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Schoenocrambe linifolia,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Atriplex gardneri,55,c,s,s,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Chrysothamnus viscidiflorus,55,c,s,s,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Arabis holboellii,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Astragalus purshii,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Cordylanthus ramosus,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Phlox hoodii,55,c,f,pf,n,1.5,1.224744871,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Alyssum desertorum,55,c,f,af,e,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Stenotus acaulis,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Elymus lanceolatus,55,c,g,g,n,7.5,2.738612788,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Achnatherum hymenoides,55,c,g,bg,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Krascheninnikovia lanata,55,c,s,s,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Cymopterus acaulis,55,c,f,pf,n,0.5,0.707106781,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.c,Poa secunda,55,c,g,bg,n,3.5,1.870828693,18,371,48,252.8600006,2.49000001,2201.57,0,0,62.97,16.21666667,20.81,1,3,0,1,9,4,0,3,0,1,9,4,1,0,4.5,7.5,39,5.5,0.5,0.5,56.5,57,1,12
55.d,Eriogonum ovalifolium,55,d,f,pf,n,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Cordylanthus ramosus,55,d,f,pf,n,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Artemisia tridentata,55,d,s,s,n,37.5,6.123724357,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Arabis holboellii,55,d,f,pf,n,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Chrysothamnus viscidiflorus,55,d,s,s,n,1.5,1.224744871,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Elymus lanceolatus,55,d,g,g,n,1.5,1.224744871,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Opuntia polyacantha,55,d,c,c,n,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Astragalus purshii,55,d,f,pf,n,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Schoenocrambe linifolia,55,d,f,pf,n,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Achnatherum hymenoides,55,d,g,bg,n,3.5,1.870828693,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Chenopodium sp.,55,d,f,pf,n,0.05,0.223606798,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Phlox hoodii,55,d,f,pf,n,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Poa secunda,55,d,g,bg,n,3.5,1.870828693,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Alyssum desertorum,55,d,f,af,e,0.5,0.707106781,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
55.d,Elymus elymoides,55,d,g,bg,n,1.5,1.224744871,15,536,48,252.8600006,2.49000001,2201.57,1,0.5,64.04,18.62666667,17.33333333,1,3,1,1,7,2,0,3,1,1,7,2,1,0,8.5,1.5,39,3.05,0.5,0.5,52.55,52.55,1,10
56.a,Sphaeralcea coccinea,56,a,f,pf,n,0.05,0.223606798,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Eriogonum ovalifolium,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Phlox hoodii,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Chrysothamnus viscidiflorus,56,a,s,s,n,3.5,1.870828693,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Krascheninnikovia lanata,56,a,s,s,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Descurainia pinnata,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Artemisia tridentata,56,a,s,s,n,37.5,6.123724357,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Opuntia polyacantha,56,a,c,c,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Chenopodium 2,56,a,f,af,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Astragalus purshii,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Schoenocrambe linifolia,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Monolepis nuttalliana,56,a,f,af,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Elymus elymoides,56,a,g,bg,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Gayophytum racemosum,56,a,f,af,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Carex duriscula,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Achnatherum hymenoides,56,a,g,bg,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Trifolium gymnocarpon,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Elymus lanceolatus,56,a,g,g,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Taraxacum officinale,56,a,f,af,e,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Cymopterus acaulis,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Cymopterus spp,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Lepidium densiflorum,56,a,f,af,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Artemisia frigida,56,a,f,pf,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Poa secunda,56,a,g,bg,n,7.5,2.738612788,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.a,Poa spp,56,a,g,bg,n,0.5,0.707106781,25,68,52,214.8099976,2.319999933,2194.833984,17,0,64.9,16.67,18.43,5,4,1,1,11,3,4,4,1,1,11,3,1,0,9,0.5,41.5,5.05,2.5,0.5,58.55,58.55,1,9.5
56.b,Eriogonum caespitosum,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Elymus lanceolatus,56,b,g,g,n,3.5,1.870828693,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Eriogonum ovalifolium,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Astragalus purshii,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Achnatherum hymenoides,56,b,g,bg,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Chrysothamnus viscidiflorus,56,b,s,s,n,3.5,1.870828693,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Phlox hoodii,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Cryptantha flavoculata,56,b,f,pf,n,0.05,0.223606798,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Artemisia tridentata,56,b,s,s,n,37.5,6.123724357,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Erigeron corymbosus,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Schoenocrambe linifolia,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Opuntia polyacantha,56,b,c,c,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Trifolium gymnocarpon,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Astragalus convolarius,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Arabis hobellii,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Cymopterus acaulis,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Carex duriscula,56,b,f,pf,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Hesperostipa comata,56,b,g,bg,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Krascheninnikovia lanata,56,b,s,s,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Poa secunda,56,b,g,bg,n,7.5,2.738612788,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.b,Elymus elymoides,56,b,g,bg,n,0.5,0.707106781,21,229,52,214.8099976,2.319999933,2194.833984,2,0,59.90333333,21.74,18.35666667,0,4,1,1,12,3,0,4,1,1,12,3,0,0,9,3.5,41.5,5.55,0,0,60.05,59.55,0,12.5
56.c,Alyssum desertorum,56,c,f,af,e,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Schoenocrambe linifolia,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Elymus elymoides,56,c,g,bg,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Pseudoroegneria spicata,56,c,g,bg,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Cryptantha flavoculata,56,c,f,pf,n,0.05,0.223606798,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Chrysothamnus viscidiflorus,56,c,s,s,n,1.5,1.224744871,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Phlox hoodii,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Eriogonum caespitosum,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Achnatherum hymenoides,56,c,g,bg,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Arabis williamsii,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Opuntia polyacantha,56,c,c,c,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Artemisia tridentata,56,c,s,s,n,37.5,6.123724357,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Eriogonum ovalifolium,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Krascheninnikovia lanata,56,c,s,s,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Stenotus acaulis,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Astragalus convolarius,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Erigeron corymbosus,56,c,f,pf,n,0.5,0.707106781,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
56.c,Poa secunda,56,c,g,bg,n,7.5,2.738612788,28,314,52,214.8099976,2.319999933,2194.833984,0,0,58.935,29.705,11.36,1,5,1,1,17,3,0,5,1,1,17,3,1,0,9.5,3.5,39.5,7.6,0.5,0.5,60.6,60.6,1,13
